Description,Category,Amount,Currency
"ADS*ND9KVJKTK2, fb.me/ads",Marketing and advertising,0.0,DKK
DanDomain A/S,Professional fees,-122.5,DKK
Dk-Ind19.04,Sale of Goods,268.9,DKK
Helsam A/S,Inventory / Equipment,-23616.15,DKK
22137193MI 1030000773358151 ROLLZONE*,Inventory / Equipment,-190.27,EUR
Dk-Ind17.07,Sale of Goods,231.25,DKK
Advis 122210271402040,Sale of Goods,0.0,DKK
Anyday Settlement,Sale of Goods,9550.91,DKK
"FACEBK JYXNLPKTK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
"GSUITE VITIO.DK, Dublin",Software and subscription services,0.0,DKK
"Upwork -524771285REF, +1",Software and subscription services,-490.65,DKK
02004478940011507233,Sale of Goods,1240.5,DKK
5ASUSLJ 0140000776769878 Alibaba,Inventory / Equipment,-3021.63,EUR
Advis 122211041401572,Sale of Goods,9277.55,DKK
Dk-Ind10.04,Sale of Goods,567.3,DKK
Dk3dsf18.06,Sale of Goods,741.6,DKK
Dk-Ind12.07,Sale of Goods,125.13,DKK
Dk3dsf24.05,Sale of Goods,189.3,DKK
Dk3dsf01.06,Sale of Goods,436.3,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind25.04,Sale of Goods,608.25,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
Husleje,"Rent, mortgage & utilities",-12750.0,DKK
Advis 122306191202252 / Credorax Bank Limite,Sale of Goods,5957.46,DKK
Advis 122212131202573,Sale of Goods,0.0,DKK
Dk-Ind08.08,Sale of Goods,670.45,DKK
Dk-Ind19.04,Sale of Goods,1076.6,DKK
Dk-Ind07.06,Sale of Goods,256.15,DKK
Dk-Ind25.05,Sale of Goods,272.4,DKK
"Snap, 310-399-3339",Marketing and advertising,-1.95,DKK
Dk-Ind17.03,Sale of Goods,634.35,DKK
Dk-Ind27.04,Sale of Goods,189.3,DKK
Dk3dsf07.08,Sale of Goods,1209.03,DKK
Dk-Ind01.06,Sale of Goods,844.0,DKK
Dk-Ind01.08,Sale of Goods,434.4,DKK
Dk-Ind12.05,Sale of Goods,299.5,DKK
22032193MI 1030000771511154 ROLLZONE*,Inventory / Equipment,-157.6,EUR
22170193MI 1030000773769466 ROLLZONE*,Inventory / Equipment,-157.6,EUR
Dk-Ind06.08,Sale of Goods,468.85,DKK
Dk-Ind03.07,Sale of Goods,323.2,DKK
"Esso Rdam Stadhouder ROTTERDAM, NL",Nonbusiness costs,-53.42,EUR
"Snap, 310-399-3339",Marketing and advertising,-12.55,DKK
Advis 122305041202339 / Clearhaus AS,Sale of Goods,139191.17,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Postering,Shipping & Logistics,-89.45,DKK
Dk-Ind14.08,Sale of Goods,334.35,DKK
Dk-Ind14.06,Sale of Goods,396.8,DKK
Dk-Ind08.06,Sale of Goods,93.15,DKK
Dk-Ind08.06,Sale of Goods,676.6,DKK
Dk-Ind06.07,Sale of Goods,650.98,DKK
M15154069MGLAE9Z 1150013909649588 23246 interlinex.com,Inventory / Equipment,-1839.2,EUR
Postering,Shipping & Logistics,-6000.0,DKK
Dk3dsf21.03,Sale of Goods,756.54,DKK
20979193MI 1030000753929088 ROLLZONE*,Inventory / Equipment,-189.91,EUR
Dk-Ind14.06,Sale of Goods,325.55,DKK
Dk-Ind20.04,Sale of Goods,265.7,DKK
Advis 122303141203050 / OVERFØRSEL,Sale of Goods,106.4,DKK
Dk-Ind12.08,Sale of Goods,339.65,DKK
Dk-Ind06.06,Sale of Goods,307.65,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk-Ind12.08,Sale of Goods,475.2,DKK
Dk-Ind21.08,Sale of Goods,370.5,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
"Upwork -524771285REF, +1",Software and subscription services,0.0,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-4578.64,DKK
[ViaBill] Overførsel,Sale of Goods,432.31,DKK
Dk3dsf13.07,Sale of Goods,174.53,DKK
"Shopify* 148330042, Dublin",Software and subscription services,0.0,DKK
Nets,Sale of Goods,900.58,DKK
2023-14542,Transfer,-14.52,EUR
Notanr,Debit-/Credit payments,-25.0,DKK
Dk-Ind09.08,Sale of Goods,161.7,DKK
"FACEBK CA6Z9RBTK2, fb.me/ads,",Marketing and advertising,-8713.04,DKK
123786 0020008377023190 Bestelling 123786,Inventory / Equipment,-553.69,EUR
Dk-Ind17.05,Sale of Goods,629.65,DKK
Dk-Ind04.05,Sale of Goods,335.98,DKK
Shipmondo.com (DK),Shipping & Logistics,-500.0,DKK
Dk-Ind23.05,Sale of Goods,154.5,DKK
Dk-Ind19.05,Sale of Goods,168.95,DKK
"Snap, 310-399-3339",Marketing and advertising,-2.42,DKK
Dk-Ind30.05,Sale of Goods,279.1,DKK
Dk-Ind06.06,Sale of Goods,311.4,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-5053.84,DKK
PBS overførsel Reference,Transfer,0.0,DKK
Dk-Ind12.06,Sale of Goods,78.45,DKK
Dk3dsf15.03,Sale of Goods,2525.65,DKK
"Klaviyo Inc. Software, Boston",Software and subscription services,-67.95,DKK
Dk-Ind06.06,Sale of Goods,203.65,DKK
Nets,Sale of Goods,520.08,DKK
Influencer,Marketing and advertising,-300.0,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
Dk-Ind10.04,Sale of Goods,417.0,DKK
Dk-Ind23.08,Sale of Goods,477.15,DKK
Dk-Ind15.08,Sale of Goods,746.6,DKK
02004478940013107233,Sale of Goods,19.25,DKK
Dk-Ind26.06,Sale of Goods,679.9,DKK
Dk3dsf14.06,Sale of Goods,1817.45,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,0.0,DKK
Dk-Ind17.05,Sale of Goods,1024.5,DKK
Dk3dsf10.04,Sale of Goods,266.4,DKK
"Postnord Porto, Koebenhavn S",Shipping & Logistics,-160.0,DKK
Dk3dsf16.03,Sale of Goods,217.25,DKK
Dk-Ind25.07,Sale of Goods,109.5,DKK
Dk-Ind12.07,Sale of Goods,623.25,DKK
Dk-Ind15.08,Sale of Goods,368.8,DKK
-550.00 EUR to Mohammad Umair,Nonbusiness costs,-550.0,EUR
Dk-Ind15.07,Sale of Goods,202.8,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind23.06,Sale of Goods,105.7,DKK
"Shopify* 158424409, Dublin",Software and subscription services,-267.12,DKK
Dk3dsf27.04,Sale of Goods,95.5,DKK
"Autobedr. Leo vd Wel BERGSCHENHOEK, NL","Rent, mortgage & utilities",240.87,EUR
Dk-Ind19.07,Sale of Goods,105.2,DKK
Dk-Ind28.03,Sale of Goods,159.2,DKK
Dk-Ind15.06,Sale of Goods,355.4,DKK
Postering,Shipping & Logistics,-105.0,DKK
Dk-Ind24.07,Sale of Goods,344.1,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Advis 122307251202158 / Credorax Bank Limite,Sale of Goods,9981.99,DKK
Postering,Shipping & Logistics,-12000.0,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
Fakt nr,Sale of Goods,2599.0,DKK
Dk-Ind03.08,Sale of Goods,122.1,DKK
Dk-Ind13.07,Sale of Goods,668.7,DKK
Advis 122303151202511 / OVERFØRSEL,Transfer,0.0,DKK
Advis 122302161202149 / OVERFØRSEL,Transfer,0.0,DKK
Advis 122302171202305 / OVERFØRSEL,Transfer,0.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Nets,Sale of Goods,1984.34,DKK
Dk-Ind19.05,Sale of Goods,549.0,DKK
Dk-Ind10.05,Sale of Goods,198.9,DKK
Dk-Ind10.07,Sale of Goods,1537.25,DKK
"Snap, 310-399-3339",Marketing and advertising,-23.45,DKK
Dk-Ind12.07,Sale of Goods,1530.95,DKK
Dk-Ind22.03,Sale of Goods,139.9,DKK
Dk-Ind18.06,Sale of Goods,334.4,DKK
Dk-Ind09.08,Sale of Goods,346.4,DKK
Dk-Ind01.08,Sale of Goods,240.4,DKK
Dk-Ind01.06,Sale of Goods,178.25,DKK
10852425 Txid 724422829 Multisafepay Payout merchant:10852425 13-05-2023,Sale of Goods,3259.35,EUR
20894193MI 1030000752730989 ROLLZONE*,Inventory / Equipment,-177.81,EUR
Pachamama,Sale of Goods,-4397.4,DKK
Dk-Ind13.07,Sale of Goods,415.68,DKK
Dk3dsf30.05,Sale of Goods,310.65,DKK
-2274.37 EUR to GoCardless,Loans/ Debts,-2274.37,EUR
Dk-Ind30.05,Sale of Goods,641.85,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
Dk-Ind17.04,Sale of Goods,621.3,DKK
Dk-Ind16.03,Sale of Goods,394.0,DKK
"Shopify* 167390624, Dublin",Software and subscription services,0.0,DKK
Dk3dsf05.04,Sale of Goods,945.75,DKK
Kontor Syd A/S,Office-/warehouse supplies & interior,-738.0,DKK
Dk-Ind07.08,Sale of Goods,468.15,DKK
Dk-Ind30.05,Sale of Goods,177.7,DKK
LeverandørService 58696MXNEY FINANCE APS,Loans/ Debts,-2999.27,DKK
6650.00 EUR to UA Trading Company,Inventory / Equipment,6650.0,EUR
Retur kontanter,Sale of Goods,-7800.0,DKK
5100.00 EUR to UA Trading Company,Inventory / Equipment,5100.0,EUR
Dk-Ind05.04,Sale of Goods,213.9,DKK
MobilePay: MobilePay H. B. Solo,Sale of Goods,-109.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind10.08,Sale of Goods,745.6,DKK
Dimensions A/S,professional fees,-1243.75,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind05.04,Sale of Goods,412.5,DKK
Dk3dsf07.08,Sale of Goods,344.1,DKK
3200.00 EUR to UA Trading Company,Inventory / Equipment,3200.0,EUR
Tikkie ID B20230511X002HJXR00000041500 Refund Instapark,Sale of Goods,2.61,EUR
Dk-Ind20.07,Sale of Goods,169.1,DKK
Advis 122304051202380 / OVERFØRSEL,Sale of Goods,6225.79,DKK
Dk-Ind22.05,Sale of Goods,486.88,DKK
Dk-Ind17.04,Sale of Goods,211.8,DKK
Dk-Ind29.06,Sale of Goods,1054.0,DKK
Pinterest Ads,Marketing and advertising,-302.77,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind30.06,Sale of Goods,774.0,DKK
Dk3dsf02.05,Sale of Goods,277.9,DKK
Dk-Ind16.03,Sale of Goods,172.5,DKK
Dk-Ind06.06,Sale of Goods,372.9,DKK
Dk-Ind06.07,Sale of Goods,509.83,DKK
Dk-Ind15.05,Sale of Goods,193.65,DKK
Dk3dsf18.06,Sale of Goods,585.75,DKK
Dk3dsf09.07,Sale of Goods,204.3,DKK
Advis 122303140141026 / F:35/MS Branding A/S,Sale of Goods,5621.25,DKK
husleje marts,"Rent, mortgage & utilities",-18250.0,DKK
"Klaviyo Inc. Software, Klaviyo.Com",Software and subscription services,-213.89,DKK
Dk-Ind10.05,Sale of Goods,253.3,DKK
Dk3dsf01.05,Sale of Goods,682.5,DKK
[ViaBill] Overførsel,Sale of Goods,278.36,DKK
Straksoverførsel pr 09-11-2022 til 4440 0012525656,Transfer,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind14.07,Sale of Goods,1181.15,DKK
10852425 Txid 737081671 Multisafepay Payout merchant:10852425 15-06-2023,Sale of Goods,783.45,EUR
Dk-Ind10.04,Sale of Goods,598.4,DKK
20980193MI 1030000753931364 ROLLZONE*,Inventory / Equipment,-168.13,EUR
Dk-Ind19.05,Sale of Goods,293.6,DKK
Overført privat,Transfer,-3500.0,DKK
5600.00 EUR to UA Trading Company,Inventory / Equipment,5600.0,EUR
Dk-Ind27.03,Sale of Goods,155.75,DKK
Dk-Ind14.06,Sale of Goods,609.6,DKK
"Shopify* 160324581, Dublin",Software and subscription services,0.0,DKK
Dk3dsf12.04,Sale of Goods,493.85,DKK
Selskabskapital,Equity investments,40000.0,DKK
Notanr,Debit-/Credit payments,-22.27,DKK
"FACEBK A67KPGPTK2, fb.me/ads,",Marketing and advertising,-3366.87,DKK
Dk-Ind19.04,Sale of Goods,894.9,DKK
Dk3dsf03.08,Sale of Goods,464.4,DKK
"PADDLE.NET*ELFSIGHT London, GB 12.00 USD, 1 USD = 0.92833 EUR",Software and subscription services,-11.14,EUR
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Advis 122308031401559 / CREDORAX BANK LIMITE,Sale of Goods,5743.07,DKK
Advertising,Marketing and advertising,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-10.29,DKK
Helsam,Inventory / Equipment,-38252.31,DKK
Dk-Ind08.05,Sale of Goods,911.7,DKK
Lime Pharma,Inventory / Equipment,-4484.25,DKK
Dk-Ind12.06,Sale of Goods,237.85,DKK
Dk-Ind14.06,Sale of Goods,135.3,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
LeverandørService 58696MXNEY FINANCE APS,Loans/ Debts,-5551.74,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind09.07,Sale of Goods,632.53,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
Dk-Ind17.07,Sale of Goods,582.01,DKK
Dk-Ind27.03,Sale of Goods,1058.3,DKK
Dk3dsf26.05,Sale of Goods,1591.35,DKK
Advis 122302161202149 / OVERFØRSEL,Sale of Goods,85925.04,DKK
Advis 122306131203028 / Credorax Bank Limite,Sale of Goods,7780.16,DKK
Dk3dsf04.05,Sale of Goods,331.98,DKK
Dk-Ind16.03,Sale of Goods,204.45,DKK
Dk3dsf09.06,Sale of Goods,310.45,DKK
Dk-Ind05.04,Sale of Goods,252.85,DKK
Dk-Ind24.07,Sale of Goods,409.56,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,-35254.29,DKK
-7950.00 EUR to UA Trading Company,Inventory / Equipment,-7950.0,EUR
21692193MI 1030000764496100 ROLLZONE*,Inventory / Equipment,-170.91,EUR
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
MXNEY Growth Capital,Loans/ Debts,121407.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind25.05,Sale of Goods,512.1,DKK
Dk-Ind15.08,Sale of Goods,984.45,DKK
Dk-Ind10.04,Sale of Goods,250.46,DKK
"Kapwing Pro Plan, Newark",Software and subscription services,0.0,DKK
Dk-Ind19.05,Sale of Goods,158.63,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,0.0,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
portal.postnord.co,Shipping & Logistics,-95.0,DKK
Shipmondo.com (DK),Shipping & Logistics,-500.0,DKK
"Clearing: CLEARING-20234538343 (period May 202 / Funds: 628,00",Sale of Goods,628.0,EUR
Dk-Ind14.07,Sale of Goods,250.5,DKK
Dk-Ind25.05,Sale of Goods,768.6,DKK
Dk-Ind02.06,Sale of Goods,157.05,DKK
Dk-Ind03.07,Sale of Goods,186.6,DKK
Dk-Ind11.05,Sale of Goods,156.0,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,-35797.11,DKK
Dk-Ind19.07,Sale of Goods,189.3,DKK
"Ads5180743448, 650-253-0000",Marketing and advertising,0.0,DKK
Advis 122204281402054,Sale of Goods,1332.14,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind10.08,Sale of Goods,625.6,DKK
-891.00 EUR to GoCardless,Loans/ Debts,-891.0,EUR
Dk-Ind23.08,Sale of Goods,336.0,DKK
Dk-Ind30.06,Sale of Goods,177.6,DKK
Dk-Ind20.07,Sale of Goods,107.3,DKK
Dk-Ind17.04,Sale of Goods,557.3,DKK
Dk-Ind22.08,Sale of Goods,1108.8,DKK
Xwcznwjfrgnimhk,Debit-/Credit payments,-368.15,DKK
Dk3dsf15.08,Sale of Goods,1947.6,DKK
P2301100048OP00 Omk,Payment processing,-50.0,DKK
Dk-Ind12.05,Sale of Goods,379.8,DKK
Helsam,Inventory / Equipment,-18151.14,DKK
Dk-Ind15.05,Sale of Goods,940.75,DKK
Dk3dsf25.07,Sale of Goods,117.28,DKK
10852425 Txid 720787731 Multisafepay Payout merchant:10852425 03-05-2023,Sale of Goods,3610.73,EUR
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35274.56,DKK
Dk-Ind01.05,Sale of Goods,244.8,DKK
Dk-Ind06.07,Sale of Goods,302.5,DKK
Nets,Sale of Goods,3278.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Dk3dsf09.05,Sale of Goods,357.63,DKK
Dk3dsf23.08,Sale of Goods,2066.55,DKK
Dk-Ind07.08,Sale of Goods,662.85,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-3.01,DKK
21188193MI 1030000757196069 ROLLZONE*,Inventory / Equipment,-171.76,EUR
Dk-Ind20.06,Sale of Goods,132.15,DKK
"Klaviyo Inc. Software, Klaviyo.Com",Software and subscription services,0.0,DKK
Dk-Ind14.07,Sale of Goods,632.4,DKK
MobilePay SønderjyskE Fodbold A/S,Office-/warehouse supplies & interior,-170.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf11.07,Sale of Goods,2656.45,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
-10000.00 EUR to UA Trading Company,Inventory / Equipment,-10000.0,EUR
Dk3dsf06.06,Sale of Goods,1040.95,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
Dk-Ind15.05,Sale of Goods,293.6,DKK
Dk3dsf24.05,Sale of Goods,1279.75,DKK
MXNEY ApS,Loans/ Debts,0.0,DKK
Dk-Ind25.04,Sale of Goods,106.23,DKK
"Canva* I03643-11023434, Camden",Software and subscription services,-92.3,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind25.04,Sale of Goods,526.9,DKK
Dk3dsf24.04,Sale of Goods,336.3,DKK
21744193MI 1030000765676147 ROLLZONE*,Inventory / Equipment,-190.27,EUR
Postering,Shipping & Logistics,-50.97,DKK
Dk-Ind03.04,Sale of Goods,169.7,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind23.06,Sale of Goods,117.8,DKK
Dk-Ind07.06,Sale of Goods,139.9,DKK
21868193MI 1030000768382353 ROLLZONE*,Inventory / Equipment,-183.01,EUR
1700.00 EUR to UA Trading Company,Inventory / Equipment,1700.0,EUR
Dk-Ind20.03,Sale of Goods,651.87,DKK
Dk-Ind23.08,Sale of Goods,158.7,DKK
Shipmondo.com (DK),Shipping & Logistics,-500.0,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35237.76,DKK
stofa.dk,"Rent, mortgage & utilities",-3570.0,DKK
Dk3dsf21.04,Sale of Goods,2299.65,DKK
Dk-Ind27.07,Sale of Goods,548.0,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
"Ads4649893433, Internet",Marketing and advertising,-4000.0,DKK
Advis 122211231202470,Sale of Goods,0.0,DKK
Dk-Ind01.06,Sale of Goods,273.7,DKK
Dk-Ind20.03,Sale of Goods,136.45,DKK
Dk-Ind09.06,Sale of Goods,648.0,DKK
B20230628X002HJX000672176313 0030014397199748 Instapark NL52ABNA0554667061,Nonbusiness costs,-8.31,EUR
Dk-Ind06.07,Sale of Goods,1266.0,DKK
Dk-Ind22.05,Sale of Goods,135.65,DKK
"Gebyr udland 50,00 DKK KRON23050900898Y",Banking Fees,-50.0,DKK
Dk3dsf09.06,Sale of Goods,802.8,DKK
Advis 122302211202280 / OVERFØRSEL,Transfer,0.0,DKK
Advis 122212200156293,Sale of Goods,10306.25,DKK
Dk3dsf15.08,Sale of Goods,257.2,DKK
Advis 122308011402049 / CREDORAX BANK LIMITE,Sale of Goods,14841.3,DKK
Dk-Ind03.08,Sale of Goods,392.8,DKK
Dk-Ind24.05,Sale of Goods,420.95,DKK
dinero.dk,Software and subscription services,-1837.5,DKK
Dk-Ind17.08,Sale of Goods,196.55,DKK
"FACEBK 2NDSCS7TK2, fb.me/ads",Marketing and advertising,-6000.0,DKK
Advis 122305011202165 / Clearhaus AS,Sale of Goods,46293.2,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
Dk-Ind17.05,Sale of Goods,140.5,DKK
Dk-Ind17.07,Sale of Goods,408.4,DKK
Postering,Shipping & Logistics,-105.0,DKK
"Datafeedwatch, Mijdrecht",Sale of Goods,0.0,DKK
"Shopify* 178520969, Dublin",Software and subscription services,-5549.68,DKK
Dk-Ind26.07,Sale of Goods,233.6,DKK
Dk-Ind19.04,Sale of Goods,402.2,DKK
"Upwork -562942774REF, Dublin",Software and subscription services,0.0,DKK
-300.00 EUR to Mohammad Umair,Nonbusiness costs,-300.0,EUR
Dk-Ind25.07,Sale of Goods,171.45,DKK
Postering,Shipping & Logistics,-226.25,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk3dsf27.03,Sale of Goods,101.65,DKK
Dk-Ind21.08,Sale of Goods,996.8,DKK
Dk-Ind12.04,Sale of Goods,291.8,DKK
Dk-Ind05.04,Sale of Goods,1024.45,DKK
Dk-Ind30.06,Sale of Goods,149.5,DKK
Advis 122306281401508 / Credorax Bank Limite,Sale of Goods,3996.94,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk-Ind30.06,Sale of Goods,101.65,DKK
Dk3dsf04.05,Sale of Goods,647.3,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
Dk-Ind28.03,Sale of Goods,558.23,DKK
"Snap, 310-399-3339",Marketing and advertising,-23.18,DKK
Notanr,Debit-/Credit payments,-25.0,DKK
Nets,Sale of Goods,3949.37,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind24.04,Sale of Goods,2438.4,DKK
22116193MI 1030000773053099 ROLLZONE*,Inventory / Equipment,-157.6,EUR
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf26.04,Sale of Goods,382.4,DKK
Dk-Ind06.06,Sale of Goods,2078.35,DKK
Anyday Settlement,Sale of Goods,0.0,DKK
Dk-Ind29.06,Sale of Goods,141.58,DKK
Dk-Ind22.05,Sale of Goods,178.73,DKK
Dk-Ind12.04,Sale of Goods,152.65,DKK
Dk3dsf26.05,Sale of Goods,2894.7,DKK
Dk-Ind11.08,Sale of Goods,638.6,DKK
Allergica,Inventory / Equipment,-12559.81,DKK
Pharma Nord,Inventory / Equipment,-10718.07,DKK
"Ads4649893433, Internet",Marketing and advertising,-4393.53,DKK
MobilePay Støtteklubben Nustrup,Sale of Goods,-10.0,DKK
Dk-Ind01.08,Sale of Goods,130.4,DKK
Dk-Ind28.07,Sale of Goods,365.53,DKK
Dk-Ind28.07,Sale of Goods,523.6,DKK
Indløsningsgebyr 03-07-2023 - 30-07-2023. Forretningsnr 9299777. Antal 0000728. Løbenr,Banking Fees,-1110.89,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-4376.35,DKK
Dk3dsf10.04,Sale of Goods,258.95,DKK
Dk-Ind31.03,Sale of Goods,603.1,DKK
Dk-Ind22.05,Sale of Goods,214.4,DKK
Dk-Ind28.04,Sale of Goods,514.5,DKK
"Tango Zevenbergschen ZEVENBERGSCHE, NL",Sale of Goods,-124.64,EUR
Dk-Ind12.07,Sale of Goods,393.25,DKK
Dk-Ind28.06,Sale of Goods,961.55,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
Dk-Ind28.06,Sale of Goods,123.75,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-9282.98,DKK
Dk-Ind01.06,Sale of Goods,945.0,DKK
"Jasper.Ai, Rollingwood",Software and subscription services,-137.41,DKK
Dk3dsf18.08,Sale of Goods,217.9,DKK
Dk-Ind09.05,Sale of Goods,486.75,DKK
-1124.00 EUR to GoCardless,Loans/ Debts,-1124.0,EUR
20812193MI 1030000751681754 ROLLZONE*,Inventory / Equipment,-147.56,EUR
Dk-Ind09.07,Sale of Goods,668.5,DKK
Dk-Ind01.05,Sale of Goods,112.25,DKK
Anyday Settlement,Sale of Goods,884.84,DKK
"Storebaeltsforbindelsen, Korsoer",Nonbusiness costs,-270.0,DKK
Nets,Sale of Goods,2803.01,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
Dk3dsf24.04,Sale of Goods,495.9,DKK
Dk3dsf18.07,Sale of Goods,994.3,DKK
SKATTEKONTOEN,VAT and income tax,-35449.0,DKK
Dk-Ind30.05,Sale of Goods,392.6,DKK
Dk-Ind24.07,Sale of Goods,185.2,DKK
Dk-Ind22.08,Sale of Goods,108.7,DKK
Fragt uden moms,VAT and income tax,-3525.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
Dk-Ind31.05,Sale of Goods,177.6,DKK
Dk-Ind24.05,Sale of Goods,256.95,DKK
Dk-Ind17.05,Sale of Goods,188.9,DKK
Nets,Sale of Goods,4720.6,DKK
Straksoverførsel pr 16-05-2022 til 6695 1002295519,Transfer,0.0,DKK
REFUND,Sale of Goods,1185.52,EUR
Nets,Sale of Goods,344.94,DKK
Dk-Ind21.03,Sale of Goods,208.5,DKK
Advis 122308101202346 / CREDORAX BANK LIMITE,Sale of Goods,6361.3,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
Dk-Ind17.05,Sale of Goods,368.4,DKK
Dk-Ind25.07,Sale of Goods,430.35,DKK
Dk3dsf19.07,Sale of Goods,608.55,DKK
526567002446909,Debit-/Credit payments,-164.5,DKK
Advis 122303091202583 / OVERFØRSEL,Sale of Goods,7059.35,DKK
Dk-Ind17.05,Sale of Goods,93.5,DKK
Dk-Ind08.08,Sale of Goods,644.81,DKK
Dk-Ind17.08,Sale of Goods,203.65,DKK
Dk-Ind28.06,Sale of Goods,309.2,DKK
22167193MI 1030000773764445 ROLLZONE*,Inventory / Equipment,-157.6,EUR
Nets,Sale of Goods,7598.76,DKK
Dk-Ind06.07,Sale of Goods,425.2,DKK
Advis 122305100140317 / F:55/MS Branding A/S,Sale of Goods,1873.75,DKK
LeverandørService 58696MXNEY FINANCE APS,Loans/ Debts,-7610.32,DKK
"Shopify* 148309397, Dublin",Software and subscription services,0.0,DKK
"FACEBK MGXVARFZK2, fb.me/ads,",Marketing and advertising,-3000.0,DKK
"Esso Rdam s-Gravendijk ROTTERDAM, NL",Nonbusiness costs,-11.5,EUR
Dk-Ind10.05,Sale of Goods,1501.4,DKK
Dk-Ind12.05,Sale of Goods,321.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Dk-Ind17.05,Sale of Goods,194.4,DKK
Dk-Ind07.06,Sale of Goods,198.4,DKK
Dk3dsf04.05,Sale of Goods,709.85,DKK
Dk3dsf30.03,Sale of Goods,2272.6,DKK
Advis 122212140142145,Sale of Goods,0.0,DKK
Dk-Ind04.05,Sale of Goods,340.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Dk3dsf31.03,Sale of Goods,1126.95,DKK
Dk-Ind19.06,Sale of Goods,829.8,DKK
